Oblast,Raion,Hromada,Settlement,Population
Chernihivska,Novhorod-Siverskyi,Ponornytska,Avdiivka,1994
Chernihivska,Novhorod-Siverskyi,Ponornytska,Desnianske,692
Chernihivska,Novhorod-Siverskyi,Ponornytska,Ivankiv,583
Chernihivska,Novhorod-Siverskyi,Ponornytska,Krysky,982
Chernihivska,Novhorod-Siverskyi,Ponornytska,Kurylivka,118
Chernihivska,Novhorod-Siverskyi,Ponornytska,Mezyn,346
Chernihivska,Novhorod-Siverskyi,Ponornytska,Osmaky,270
Chernihivska,Novhorod-Siverskyi,Ponornytska,Pokoshychi,936
Chernihivska,Novhorod-Siverskyi,Ponornytska,Ponornytsia,1931
Chernihivska,Novhorod-Siverskyi,Ponornytska,Radychiv,812
Chernihivska,Novhorod-Siverskyi,Ponornytska,Rozloty,305
Chernihivska,Novhorod-Siverskyi,Ponornytska,Rykhly,112
Chernihivska,Novhorod-Siverskyi,Ponornytska,Shaboltasivka,977
Chernihivska,Novhorod-Siverskyi,Ponornytska,Smile,23
Chernihivska,Novhorod-Siverskyi,Ponornytska,Velykyi Lis,106
Chernihivska,Novhorod-Siverskyi,Ponornytska,Verba,884
Chernihivska,Novhorod-Siverskyi,Ponornytska,Zelena Poliana,77
Chernihivska,Novhorod-Siverskyi,Semenivska,Arkhypivka,287
Chernihivska,Novhorod-Siverskyi,Semenivska,Baranivka,113
Chernihivska,Novhorod-Siverskyi,Semenivska,Berezovyi Hai,54
Chernihivska,Novhorod-Siverskyi,Semenivska,Bleshnia,51
Chernihivska,Novhorod-Siverskyi,Semenivska,Bobryk Druhyi,115
Chernihivska,Novhorod-Siverskyi,Semenivska,Bronyvy,43
Chernihivska,Novhorod-Siverskyi,Semenivska,Chornozem,63
Chernihivska,Novhorod-Siverskyi,Semenivska,Chornyi Rih,329
Chernihivska,Novhorod-Siverskyi,Semenivska,Dovzhyk,190
Chernihivska,Novhorod-Siverskyi,Semenivska,Ferubky,40
Chernihivska,Novhorod-Siverskyi,Semenivska,Froly,15
Chernihivska,Novhorod-Siverskyi,Semenivska,Halahanivka,273
Chernihivska,Novhorod-Siverskyi,Semenivska,Hati,22
Chernihivska,Novhorod-Siverskyi,Semenivska,Hazoprovidne,47
Chernihivska,Novhorod-Siverskyi,Semenivska,Hremiachka,87
Chernihivska,Novhorod-Siverskyi,Semenivska,Ivanivka,634
Chernihivska,Novhorod-Siverskyi,Semenivska,Ivanput,172
Chernihivska,Novhorod-Siverskyi,Semenivska,Ivanyne,31
Chernihivska,Novhorod-Siverskyi,Semenivska,Kalynivske,29
Chernihivska,Novhorod-Siverskyi,Semenivska,Karasi,9
Chernihivska,Novhorod-Siverskyi,Semenivska,Karpovychi,317
Chernihivska,Novhorod-Siverskyi,Semenivska,Khandobokivka,4
Chernihivska,Novhorod-Siverskyi,Semenivska,Khotiivka,458
Chernihivska,Novhorod-Siverskyi,Semenivska,Kostobobriv,825
Chernihivska,Novhorod-Siverskyi,Semenivska,Kozylivshchyna,29
Chernihivska,Novhorod-Siverskyi,Semenivska,Krasni Lozy,32
Chernihivska,Novhorod-Siverskyi,Semenivska,Krynychky,26
Chernihivska,Novhorod-Siverskyi,Semenivska,Kryulky,24
Chernihivska,Novhorod-Siverskyi,Semenivska,Kryvusha,2
Chernihivska,Novhorod-Siverskyi,Semenivska,Kuty Druhi,367
Chernihivska,Novhorod-Siverskyi,Semenivska,Leonivka,299
Chernihivska,Novhorod-Siverskyi,Semenivska,Liskivshchyna,68
Chernihivska,Novhorod-Siverskyi,Semenivska,Losevochka,8
Chernihivska,Novhorod-Siverskyi,Semenivska,Losivka,290
Chernihivska,Novhorod-Siverskyi,Semenivska,Lubiane,109
Chernihivska,Novhorod-Siverskyi,Semenivska,Lubnia,83
Chernihivska,Novhorod-Siverskyi,Semenivska,Maksymykhyne,16
Chernihivska,Novhorod-Siverskyi,Semenivska,Mars,30
Chernihivska,Novhorod-Siverskyi,Semenivska,Masheve,868
Chernihivska,Novhorod-Siverskyi,Semenivska,Medvedivka,136
Chernihivska,Novhorod-Siverskyi,Semenivska,Mkhy,57
Chernihivska,Novhorod-Siverskyi,Semenivska,Mykolaivka,319
Chernihivska,Novhorod-Siverskyi,Semenivska,Naberezhne,3
Chernihivska,Novhorod-Siverskyi,Semenivska,Oleksandrivka,342
Chernihivska,Novhorod-Siverskyi,Semenivska,Orlykivka,221
Chernihivska,Novhorod-Siverskyi,Semenivska,Pohoriltsi,985
Chernihivska,Novhorod-Siverskyi,Semenivska,Pokrovske,16
Chernihivska,Novhorod-Siverskyi,Semenivska,Prohres,219
Chernihivska,Novhorod-Siverskyi,Semenivska,Rakuty,9
Chernihivska,Novhorod-Siverskyi,Semenivska,Selyshche,19
Chernihivska,Novhorod-Siverskyi,Semenivska,Semenivka,7792
Chernihivska,Novhorod-Siverskyi,Semenivska,Serhiivske,20
Chernihivska,Novhorod-Siverskyi,Semenivska,Shvedchyna,68
Chernihivska,Novhorod-Siverskyi,Semenivska,Skhidne,15
Chernihivska,Novhorod-Siverskyi,Semenivska,Stara Hutka,129
Chernihivska,Novhorod-Siverskyi,Semenivska,Topolivka,291
Chernihivska,Novhorod-Siverskyi,Semenivska,Turove,11
Chernihivska,Novhorod-Siverskyi,Semenivska,Tymonovychi,499
Chernihivska,Novhorod-Siverskyi,Semenivska,Uhly,104
Chernihivska,Novhorod-Siverskyi,Semenivska,Vilkhivka,31
Chernihivska,Novhorod-Siverskyi,Semenivska,Vilshanka,68
Chernihivska,Novhorod-Siverskyi,Semenivska,Yanzhulivka,379
Chernihivska,Novhorod-Siverskyi,Semenivska,Yershov,35
Chernihivska,Novhorod-Siverskyi,Semenivska,Zaliznyi Mist,344
Chernihivska,Novhorod-Siverskyi,Semenivska,Zarichchia,211
Chernihivska,Novhorod-Siverskyi,Semenivska,Zelena Roshcha,4
Chernihivska,Novhorod-Siverskyi,Semenivska,Zelenyi Hai,19
Chernihivska,Novhorod-Siverskyi,Semenivska,Zhadanivka,38
Chernihivska,Novhorod-Siverskyi,Semenivska,Zhadove,2034
Chernihivska,Novhorod-Siverskyi,Semenivska,Zoria,13
Chernihivska,Prylutskyi,Ichnianska,Andriivka,511
Chernihivska,Prylutskyi,Ichnianska,Avhustivka,218
Chernihivska,Prylutskyi,Ichnianska,Bakaivka,749
Chernihivska,Prylutskyi,Ichnianska,Barburske,22
Chernihivska,Prylutskyi,Ichnianska,Bezborodkiv,83
Chernihivska,Prylutskyi,Ichnianska,Bezvodivka,0
Chernihivska,Prylutskyi,Ichnianska,Bilmachivka,715
Chernihivska,Prylutskyi,Ichnianska,Budy,225
Chernihivska,Prylutskyi,Ichnianska,Burimka,837
Chernihivska,Prylutskyi,Ichnianska,Chorne,14
Chernihivska,Prylutskyi,Ichnianska,Dorohynka,1083
Chernihivska,Prylutskyi,Ichnianska,Dovbni,0
Chernihivska,Prylutskyi,Ichnianska,Druzhba,907
Chernihivska,Prylutskyi,Ichnianska,Dziubivka,142
Chernihivska,Prylutskyi,Ichnianska,Heitsi,118
Chernihivska,Prylutskyi,Ichnianska,Hmyrianka,976
Chernihivska,Prylutskyi,Ichnianska,Horodnia,448
Chernihivska,Prylutskyi,Ichnianska,Hrabiv,182
Chernihivska,Prylutskyi,Ichnianska,Huzhivka,977
Chernihivska,Prylutskyi,Ichnianska,Ichnia,10390
Chernihivska,Prylutskyi,Ichnianska,Irzhavets,840
Chernihivska,Prylutskyi,Ichnianska,Itsenkiv,37
Chernihivska,Prylutskyi,Ichnianska,Ivanhorod,1137
Chernihivska,Prylutskyi,Ichnianska,Khaienky,428
Chernihivska,Prylutskyi,Ichnianska,Kolomiitseve,66
Chernihivska,Prylutskyi,Ichnianska,Komarivka,79
Chernihivska,Prylutskyi,Ichnianska,Korshaky,36
Chernihivska,Prylutskyi,Ichnianska,Krupychpole,781
Chernihivska,Prylutskyi,Ichnianska,Kulykivka,14
Chernihivska,Prylutskyi,Ichnianska,Kykoly,24
Chernihivska,Prylutskyi,Ichnianska,Luchkivka,111
Chernihivska,Prylutskyi,Ichnianska,Maksymivka,276
Chernihivska,Prylutskyi,Ichnianska,Monastyryshche,1149
Chernihivska,Prylutskyi,Ichnianska,Nova Olshana,14
Chernihivska,Prylutskyi,Ichnianska,Novyi Podil,204
Chernihivska,Prylutskyi,Ichnianska,Odnolkiv,47
Chernihivska,Prylutskyi,Ichnianska,Olshana,704
Chernihivska,Prylutskyi,Ichnianska,Peliukhivka,119
Chernihivska,Prylutskyi,Ichnianska,Pryputni,678
Chernihivska,Prylutskyi,Ichnianska,Rozhnivka,963
Chernihivska,Prylutskyi,Ichnianska,Selykhiv,21
Chernihivska,Prylutskyi,Ichnianska,Sezky,265
Chernihivska,Prylutskyi,Ichnianska,Shchurivka,185
Chernihivska,Prylutskyi,Ichnianska,Shylovychi,126
Chernihivska,Prylutskyi,Ichnianska,Stupakivka,283
Chernihivska,Prylutskyi,Ichnianska,Svarychivka,235
Chernihivska,Prylutskyi,Ichnianska,Tarasivka,29
Chernihivska,Prylutskyi,Ichnianska,Tomashivka,267
Chernihivska,Prylutskyi,Ichnianska,Tyshkivka,72
Chernihivska,Prylutskyi,Ichnianska,Vepryk,20
Chernihivska,Prylutskyi,Ichnianska,Voronivka,145
Chernihivska,Prylutskyi,Ichnianska,Vyshnivka,387
Chernihivska,Prylutskyi,Ichnianska,Zaudaika,729
Chernihivska,Prylutskyi,Ichnianska,Zinchenkove,15
Chernihivska,Prylutskyi,Ladanska,Holubivka,964
Chernihivska,Prylutskyi,Ladanska,Ivkivtsi,1245
Chernihivska,Prylutskyi,Ladanska,Krasliany,487
Chernihivska,Prylutskyi,Ladanska,Ladan,5671
Chernihivska,Prylutskyi,Ladanska,Lysky,215
Chernihivska,Prylutskyi,Ladanska,Podyshche,787
Chernihivska,Prylutskyi,Ladanska,Rybtsi,214
Chernihivska,Prylutskyi,Lynovytska,Bohdanivka,465
Chernihivska,Prylutskyi,Lynovytska,Bubnivshchyna,311
Chernihivska,Prylutskyi,Lynovytska,Dankivka,178
Chernihivska,Prylutskyi,Lynovytska,Hlynshchyna,73
Chernihivska,Prylutskyi,Lynovytska,Lutaika,104
Chernihivska,Prylutskyi,Lynovytska,Lynovytsia,2574
Chernihivska,Prylutskyi,Lynovytska,Mokhnivka,53
Chernihivska,Prylutskyi,Lynovytska,Mokliaky,178
Chernihivska,Prylutskyi,Lynovytska,Netiahivshchyna,18
Chernihivska,Prylutskyi,Lynovytska,Nova Hreblia,41
Chernihivska,Prylutskyi,Lynovytska,Onyshchenkiv,178
Chernihivska,Prylutskyi,Lynovytska,Polonky,339
Chernihivska,Prylutskyi,Lynovytska,Stasivshchyna,190
Chernihivska,Prylutskyi,Lynovytska,Topolia,28
Chernihivska,Prylutskyi,Lynovytska,Turkivka,46
Chernihivska,Prylutskyi,Lynovytska,Udaitsi,676
Chernihivska,Prylutskyi,Malodivytska,Dmytrivka,350
Chernihivska,Prylutskyi,Malodivytska,Mala Divytsia,1931
Chernihivska,Prylutskyi,Malodivytska,Mikhnovske,87
Chernihivska,Prylutskyi,Malodivytska,Novyi Lad,89
Chernihivska,Prylutskyi,Malodivytska,Obychiv,610
Chernihivska,Prylutskyi,Malodivytska,Petrivka,447
Chernihivska,Prylutskyi,Malodivytska,Radkivka,106
Chernihivska,Prylutskyi,Malodivytska,Shevchenka,64
Chernihivska,Prylutskyi,Malodivytska,Svitankove,311
Chernihivska,Prylutskyi,Malodivytska,Tovkachivka,796
Chernihivska,Prylutskyi,Malodivytska,Velyka Divytsia,583
Chernihivska,Prylutskyi,Malodivytska,Zaudaika,84
Chernihivska,Prylutskyi,Parafiivska,Barvinkove,2
Chernihivska,Prylutskyi,Parafiivska,Berezhivka,762
Chernihivska,Prylutskyi,Parafiivska,Boiarshchyna,66
Chernihivska,Prylutskyi,Parafiivska,Ivanytsia,1858
Chernihivska,Prylutskyi,Parafiivska,Kachanivka,48
Chernihivska,Prylutskyi,Parafiivska,Khaikha,27
Chernihivska,Prylutskyi,Parafiivska,Kovtunivka,87
Chernihivska,Prylutskyi,Parafiivska,Kupyna,181
Chernihivska,Prylutskyi,Parafiivska,Luhove,92
Chernihivska,Prylutskyi,Parafiivska,Lysohory,134
Chernihivska,Prylutskyi,Parafiivska,Martynivka,794
Chernihivska,Prylutskyi,Parafiivska,Parafiivka,2169
Chernihivska,Prylutskyi,Parafiivska,Petrushivka,288
Chernihivska,Prylutskyi,Parafiivska,Prolisky,14
Chernihivska,Prylutskyi,Parafiivska,Shevchenka,12
Chernihivska,Prylutskyi,Parafiivska,Sofiivka,57
Chernihivska,Prylutskyi,Parafiivska,Svitanok,918
Chernihivska,Prylutskyi,Parafiivska,Trostianets,1010
Chernihivska,Prylutskyi,Parafiivska,Vereskuny,299
Chernihivska,Prylutskyi,Parafiivska,Vlasivka,188
Chernihivska,Prylutskyi,Parafiivska,Zahin,103
Chernihivska,Prylutskyi,Parafiivska,Zotsivka,119
Chernihivska,Prylutskyi,Prylutska,Pryluky,51637
Chernihivska,Prylutskyi,Sribnianska,Antishky,14
Chernihivska,Prylutskyi,Sribnianska,Artemenkiv,149
Chernihivska,Prylutskyi,Sribnianska,Deimanivka,219
Chernihivska,Prylutskyi,Sribnianska,Dihtiari,1160
Chernihivska,Prylutskyi,Sribnianska,Halka,51
Chernihivska,Prylutskyi,Sribnianska,Hnativka,333
Chernihivska,Prylutskyi,Sribnianska,Horobiivka,541
Chernihivska,Prylutskyi,Sribnianska,Hrytsiivka,348
Chernihivska,Prylutskyi,Sribnianska,Hurbyntsi,645
Chernihivska,Prylutskyi,Sribnianska,Ivankivtsi,638
Chernihivska,Prylutskyi,Sribnianska,Kaliuzhyntsi,543
Chernihivska,Prylutskyi,Sribnianska,Karpylivka,523
Chernihivska,Prylutskyi,Sribnianska,Kharytonivka,488
Chernihivska,Prylutskyi,Sribnianska,Khukalivka,138
Chernihivska,Prylutskyi,Sribnianska,Kuty,32
Chernihivska,Prylutskyi,Sribnianska,Lebedyntsi,366
Chernihivska,Prylutskyi,Sribnianska,Lozove,2
Chernihivska,Prylutskyi,Sribnianska,Nykonivka,242
Chernihivska,Prylutskyi,Sribnianska,Oleksyntsi,410
Chernihivska,Prylutskyi,Sribnianska,Pobochiivka,328
Chernihivska,Prylutskyi,Sribnianska,Podil,805
Chernihivska,Prylutskyi,Sribnianska,Poetyn,15
Chernihivska,Prylutskyi,Sribnianska,Savyntsi,584
Chernihivska,Prylutskyi,Sribnianska,Sokyryntsi,1386
Chernihivska,Prylutskyi,Sribnianska,Sribne,3001
Chernihivska,Prylutskyi,Sribnianska,Tochene,25
Chernihivska,Prylutskyi,Sribnianska,Trostianets,38
Chernihivska,Prylutskyi,Sribnianska,Vasiukiv,33
Chernihivska,Prylutskyi,Sribnianska,Vaskivtsi,700
Chernihivska,Prylutskyi,Sukhopolovianska,Bazhanivka,135
Chernihivska,Prylutskyi,Sukhopolovianska,Bileshchyna,42
Chernihivska,Prylutskyi,Sukhopolovianska,Bilorichytsia,1092
Chernihivska,Prylutskyi,Sukhopolovianska,Borotba,48
Chernihivska,Prylutskyi,Sukhopolovianska,Borshna,638
Chernihivska,Prylutskyi,Sukhopolovianska,Didivtsi,554
Chernihivska,Prylutskyi,Sukhopolovianska,Dymyrivka,36
Chernihivska,Prylutskyi,Sukhopolovianska,Hustynia,155
Chernihivska,Prylutskyi,Sukhopolovianska,Kanivshchyna,498
Chernihivska,Prylutskyi,Sukhopolovianska,Kapustentsi,12
Chernihivska,Prylutskyi,Sukhopolovianska,Kolisnyky,273
Chernihivska,Prylutskyi,Sukhopolovianska,Kroty,26
Chernihivska,Prylutskyi,Sukhopolovianska,Ladivshchyna,26
Chernihivska,Prylutskyi,Sukhopolovianska,Levky,87
Chernihivska,Prylutskyi,Sukhopolovianska,Lisove,80
Chernihivska,Prylutskyi,Sukhopolovianska,Lisovi Sorochyntsi,504
Chernihivska,Prylutskyi,Sukhopolovianska,Malkivka,646
Chernihivska,Prylutskyi,Sukhopolovianska,Manzhosivka,1058
Chernihivska,Prylutskyi,Sukhopolovianska,Matsiivka,163
Chernihivska,Prylutskyi,Sukhopolovianska,Mazky,265
Chernihivska,Prylutskyi,Sukhopolovianska,Milky,69
Chernihivska,Prylutskyi,Sukhopolovianska,Mykolaivka,111
Chernihivska,Prylutskyi,Sukhopolovianska,Netiazhyno,159
Chernihivska,Prylutskyi,Sukhopolovianska,Nova Tarnavshchyna,180
Chernihivska,Prylutskyi,Sukhopolovianska,Okhinky,699
Chernihivska,Prylutskyi,Sukhopolovianska,Onykiivka,74
Chernihivska,Prylutskyi,Sukhopolovianska,Perevolochna,684
Chernihivska,Prylutskyi,Sukhopolovianska,Petrivske,241
Chernihivska,Prylutskyi,Sukhopolovianska,Piddubivka,133
Chernihivska,Prylutskyi,Sukhopolovianska,Pohreby,517
Chernihivska,Prylutskyi,Sukhopolovianska,Pokrivka,110
Chernihivska,Prylutskyi,Sukhopolovianska,Polohy,114
Chernihivska,Prylutskyi,Sukhopolovianska,Polova,215
Chernihivska,Prylutskyi,Sukhopolovianska,Pruchai,59
Chernihivska,Prylutskyi,Sukhopolovianska,Pryozerne,10
Chernihivska,Prylutskyi,Sukhopolovianska,Pyrohivtsi,377
Chernihivska,Prylutskyi,Sukhopolovianska,Riashky,822
Chernihivska,Prylutskyi,Sukhopolovianska,Rudivka,926
Chernihivska,Prylutskyi,Sukhopolovianska,Smosh,321
Chernihivska,Prylutskyi,Sukhopolovianska,Strilnyky,99
Chernihivska,Prylutskyi,Sukhopolovianska,Sukhoiarivka,76
Chernihivska,Prylutskyi,Sukhopolovianska,Sukhopolova,1211
Chernihivska,Prylutskyi,Sukhopolovianska,Sukhostavets,60
Chernihivska,Prylutskyi,Sukhopolovianska,Tarasivka,25
Chernihivska,Prylutskyi,Sukhopolovianska,Tykhe,0
Chernihivska,Prylutskyi,Sukhopolovianska,Valky,523
Chernihivska,Prylutskyi,Sukhopolovianska,Vysoke,106
Chernihivska,Prylutskyi,Sukhopolovianska,Yarova Bileshchyna,42
Chernihivska,Prylutskyi,Sukhopolovianska,Yehorivka,755
Chernihivska,Prylutskyi,Sukhopolovianska,Zaizd,1066
Chernihivska,Prylutskyi,Sukhopolovianska,Zamistia,1016
Chernihivska,Prylutskyi,Sukhopolovianska,Zarudka,28
Chernihivska,Prylutskyi,Sukhopolovianska,Zaudaivske,44
Chernihivska,Prylutskyi,Sukhopolovianska,Znamianka,476
Chernihivska,Prylutskyi,Talalaivska,Berezivka,615
Chernihivska,Prylutskyi,Talalaivska,Berezovytsia,5
Chernihivska,Prylutskyi,Talalaivska,Bolotnytsia,586
Chernihivska,Prylutskyi,Talalaivska,Chernetske,528
Chernihivska,Prylutskyi,Talalaivska,Dibrova,52
Chernihivska,Prylutskyi,Talalaivska,Dovhalivka,404
Chernihivska,Prylutskyi,Talalaivska,Hlyboke,22
Chernihivska,Prylutskyi,Talalaivska,Hlynske,22
Chernihivska,Prylutskyi,Talalaivska,Hrabshchyna,133
Chernihivska,Prylutskyi,Talalaivska,Hrytsivka,237
Chernihivska,Prylutskyi,Talalaivska,Kharkove,379
Chernihivska,Prylutskyi,Talalaivska,Koliadyn,37
Chernihivska,Prylutskyi,Talalaivska,Korinetske,456
Chernihivska,Prylutskyi,Talalaivska,Krasnyi Koliadyn,1039
Chernihivska,Prylutskyi,Talalaivska,Lavirkove,134
Chernihivska,Prylutskyi,Talalaivska,Levivshchyna,44
Chernihivska,Prylutskyi,Talalaivska,Lypove,968
Chernihivska,Prylutskyi,Talalaivska,Makarenkove,93
Chernihivska,Prylutskyi,Talalaivska,Myhuriv,67
Chernihivska,Prylutskyi,Talalaivska,Myrne,39
Chernihivska,Prylutskyi,Talalaivska,Nova,13
Chernihivska,Prylutskyi,Talalaivska,Novopetrivske,91
Chernihivska,Prylutskyi,Talalaivska,Novoselivka,225
Chernihivska,Prylutskyi,Talalaivska,Obukhove,181
Chernihivska,Prylutskyi,Talalaivska,Osnova,151
Chernihivska,Prylutskyi,Talalaivska,Petkiv,102
Chernihivska,Prylutskyi,Talalaivska,Pluhatar,327
Chernihivska,Prylutskyi,Talalaivska,Ponory,421
Chernihivska,Prylutskyi,Talalaivska,Popovychka,291
Chernihivska,Prylutskyi,Talalaivska,Riabukhy,377
Chernihivska,Prylutskyi,Talalaivska,Rubaniv,24
Chernihivska,Prylutskyi,Talalaivska,Shevchenka,19
Chernihivska,Prylutskyi,Talalaivska,Skorokhodove,829
Chernihivska,Prylutskyi,Talalaivska,Slobidka,222
Chernihivska,Prylutskyi,Talalaivska,Spivakove,111
Chernihivska,Prylutskyi,Talalaivska,Stara Talalaivka,799
Chernihivska,Prylutskyi,Talalaivska,Step,21
Chernihivska,Prylutskyi,Talalaivska,Stepanivske,92
Chernihivska,Prylutskyi,Talalaivska,Stepove,38
Chernihivska,Prylutskyi,Talalaivska,Talalaivka,4562
Chernihivska,Prylutskyi,Talalaivska,Ukrainske,670
Chernihivska,Prylutskyi,Talalaivska,Yurkivtsi,285
Chernihivska,Prylutskyi,Talalaivska,Zaimyshche,150
Chernihivska,Prylutskyi,Talalaivska,Zelenyi Hai,115
Chernihivska,Prylutskyi,Talalaivska,Zholobok,34
Chernihivska,Prylutskyi,Varvynska,Antonivka,767
Chernihivska,Prylutskyi,Varvynska,Berizka,27
Chernihivska,Prylutskyi,Varvynska,Bohdany,340
Chernihivska,Prylutskyi,Varvynska,Bokhaniv,19
Chernihivska,Prylutskyi,Varvynska,Brahyntsi,290
Chernihivska,Prylutskyi,Varvynska,Bulavivshchyna,11
Chernihivska,Prylutskyi,Varvynska,Dashchenky,495
Chernihivska,Prylutskyi,Varvynska,Hnidyntsi,1053
Chernihivska,Prylutskyi,Varvynska,Hryhorivshchyna,59
Chernihivska,Prylutskyi,Varvynska,Kalynovytsia,347
Chernihivska,Prylutskyi,Varvynska,Khortytsia,47
Chernihivska,Prylutskyi,Varvynska,Kukharka,419
Chernihivska,Prylutskyi,Varvynska,Kulyshivka,140
Chernihivska,Prylutskyi,Varvynska,Leliaky,437
Chernihivska,Prylutskyi,Varvynska,Makiivka,237
Chernihivska,Prylutskyi,Varvynska,Makushykha,298
Chernihivska,Prylutskyi,Varvynska,Marmyzivka,235
Chernihivska,Prylutskyi,Varvynska,Mudre,11
Chernihivska,Prylutskyi,Varvynska,Ostapivka,697
Chernihivska,Prylutskyi,Varvynska,Ozeriany,1422
Chernihivska,Prylutskyi,Varvynska,Rubaniv,7
Chernihivska,Prylutskyi,Varvynska,Saverske,18
Chernihivska,Prylutskyi,Varvynska,Siriakivshchyna,20
Chernihivska,Prylutskyi,Varvynska,Sirykiv,5
Chernihivska,Prylutskyi,Varvynska,Svitlychne,615
Chernihivska,Prylutskyi,Varvynska,Tonka,39
Chernihivska,Prylutskyi,Varvynska,Varva,7581
Chernihivska,Prylutskyi,Varvynska,Voskresenske,76
Chernihivska,Prylutskyi,Varvynska,Yashchenkiv,43
Chernihivska,Prylutskyi,Varvynska,Zhuravka,3033
Chernihivska,Prylutskyi,Yablunivska,Biloshapky,596
Chernihivska,Prylutskyi,Yablunivska,Dubovyi Hai,860
Chernihivska,Prylutskyi,Yablunivska,Kovtunivka,505
Chernihivska,Prylutskyi,Yablunivska,Krutoiarivka,238
Chernihivska,Prylutskyi,Yablunivska,Serhiivka,721
Chernihivska,Prylutskyi,Yablunivska,Sukholisky,201
Chernihivska,Prylutskyi,Yablunivska,Yablunivka,1569
Chernihivska,Prylutskyi,Yablunivska,Yablunivske,22
Chernihivska,Prylutskyi,Yablunivska,Zaperevodske,25
Chernivetska,Chernivetskyi,Boianska,Boianivka,403
Chernivetska,Chernivetskyi,Boianska,Boiany,4742
Chernivetska,Chernivetskyi,Boianska,Hai,351
Chernivetska,Chernivetskyi,Boianska,Prypruttia,2206
Chernivetska,Chernivetskyi,Chahorska,Chahor,4255
Chernivetska,Chernivetskyi,Chahorska,Kut,439
Chernivetska,Chernivetskyi,Chahorska,Lukovytsia,1412
Chernivetska,Chernivetskyi,Chahorska,Molodiia,3822
Chernivetska,Chernivetskyi,Chernivetska,Chernivtsi,264298
Chernivetska,Chernivetskyi,Chernivetska,Chornivka,2364
Chernivetska,Chernivetskyi,Chernivetska,Koroviia,2992
Chernivetska,Chernivetskyi,Chudeiska,Budenets,1322
Chernivetska,Chernivetskyi,Chudeiska,Cheresh,1374
Chernivetska,Chernivetskyi,Chudeiska,Chudei,5253
Chernivetska,Chernivetskyi,Chudeiska,Nova Krasnoshora,191
Chernivetska,Chernivetskyi,Chudeiska,Yizhivtsi,3379
Chernivetska,Chernivetskyi,Hertsaivska,Bairaky,1868
Chernivetska,Chernivetskyi,Hertsaivska,Diakivtsi,1203
Chernivetska,Chernivetskyi,Hertsaivska,Hertsa,2097
Chernivetska,Chernivetskyi,Hertsaivska,Khriatska,1992
Chernivetska,Chernivetskyi,Hertsaivska,Kulykivka,731
Chernivetska,Chernivetskyi,Hertsaivska,Lunka,588
Chernivetska,Chernivetskyi,Hertsaivska,Mohylivka,685
Chernivetska,Chernivetskyi,Hertsaivska,Molnytsia,1810
Chernivetska,Chernivetskyi,Hertsaivska,Petrashivka,2002
Chernivetska,Chernivetskyi,Hertsaivska,Pidvalne,730
Chernivetska,Chernivetskyi,Hertsaivska,Ternavka,2850
Chernivetska,Chernivetskyi,Hertsaivska,Velykosillia,1019
Chernivetska,Chernivetskyi,Hlybotska,Cherepkivtsi,2072
Chernivetska,Chernivetskyi,Hlybotska,Chervona Dibrova,659
Chernivetska,Chernivetskyi,Hlybotska,Dymka,1851
Chernivetska,Chernivetskyi,Hlybotska,Hlyboka,9226
Chernivetska,Chernivetskyi,Hlybotska,Mykhailivka,745
Chernivetska,Chernivetskyi,Hlybotska,Novyi Vovchynets,330
Chernivetska,Chernivetskyi,Hlybotska,Oprysheny,2408
Chernivetska,Chernivetskyi,Hlybotska,Slobidka,463
Chernivetska,Chernivetskyi,Hlybotska,Sterche,1231
Chernivetska,Chernivetskyi,Horishnosherovetska,Horishni Sherivtsi,2792
Chernivetska,Chernivetskyi,Horishnosherovetska,Shubranets,1787
Chernivetska,Chernivetskyi,Horishnosherovetska,Vaslovivtsi,1374
Chernivetska,Chernivetskyi,Horishnosherovetska,Zadubrivka,964
Chernivetska,Chernivetskyi,Kadubovetska,Chunkiv,1414
Chernivetska,Chernivetskyi,Kadubovetska,Kadubivtsi,3283
Chernivetska,Chernivetskyi,Kadubovetska,Khreshchatyk,905
Chernivetska,Chernivetskyi,Kadubovetska,Kulivtsi,649
Chernivetska,Chernivetskyi,Kadubovetska,Repuzhyntsi,1932
Chernivetska,Chernivetskyi,Kadubovetska,Vasyliv,1229
Chernivetska,Chernivetskyi,Kamianetska,Bahrynivka,1438
Chernivetska,Chernivetskyi,Kamianetska,Bila Krynytsia,169
Chernivetska,Chernivetskyi,Kamianetska,Kamianka,6284
Chernivetska,Chernivetskyi,Kamianetska,Staryi Vovchynets,2039
Chernivetska,Chernivetskyi,Kamianska,Dubove,831
Chernivetska,Chernivetskyi,Kamianska,Hlybochok,309
Chernivetska,Chernivetskyi,Kamianska,Kamiana,2956
Chernivetska,Chernivetskyi,Kamianska,Mykhalcha,2245
Chernivetska,Chernivetskyi,Kamianska,Spaska,775
Chernivetska,Chernivetskyi,Kamianska,Stari Broskivtsi,2503
Chernivetska,Chernivetskyi,Kamianska,Zavoloka,770
Chernivetska,Chernivetskyi,Karapchivska,Karapchiv,2092
Chernivetska,Chernivetskyi,Karapchivska,Yordaneshty,2252
Chernivetska,Chernivetskyi,Kitsmanska,Davydivtsi,1102
Chernivetska,Chernivetskyi,Kitsmanska,Havrylivtsi,341
Chernivetska,Chernivetskyi,Kitsmanska,Ivankivtsi,1388
